bus_i,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4.631263232180664,4.284580098800283,4.535991531404376,4.694777699364856,4.416901905434017,4.234297812279464,5.390790402258292,7.230063514467185,8.111326746647848,8.62208892025406,8.651199717713478,8.550635144671842,8.57180663373324,8.587685250529288,8.886732533521526,8.563867325335217,10.191425546930136,10.850388143966127,9.640966831333806,8.492413549753,7.34121383203952,5.816866619618914,4.446012702893437,4.329569513055752
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.9880028228652084,0.914043754410727,0.9676781933662669,1.0015525758645027,0.9422724064925903,0.903316866619619,1.1500352858151024,1.5424135497529994,1.7304163726182076,1.8393789696541996,1.8455892731122088,1.8241354975299933,1.8286520818630914,1.832039520112915,1.8958362738179255,1.8269583627381796,2.1741707833450956,2.314749470712774,2.056739590684545,1.8117148906139733,1.5661256175017644,1.2409315455187018,0.9484827099505999,0.9236414961185604
15,1.543754410726888,1.428193366266761,1.511997177134792,1.5649258997882853,1.4723006351446721,1.4114326040931546,1.7969301340860975,2.4100211714890616,2.7037755822159495,2.8740296400846868,2.8837332392378263,2.850211714890614,2.85726887791108,2.8625617501764293,2.9622441778405086,2.8546224417784054,3.397141848976712,3.616796047988709,3.2136556104446017,2.830804516584333,2.447071277346507,1.9389555398729712,1.4820042342978124,1.4431898376852506
16,1.1115031757233593,1.0282992237120678,1.0886379675370503,1.1267466478475654,1.060056457304164,1.0162314749470713,1.2937896965419902,1.7352152434721244,1.9467184191954836,2.0693013408609744,2.076287932251235,2.052152434721242,2.0572335920959777,2.0610444601270292,2.1328158080451662,2.055328158080452,2.445942131263233,2.6040931545518706,2.3138320395201135,2.03817925194072,1.7618913196894848,1.3960479887085393,1.067043048694425,1.0390966831333805
17,3.58151023288638,3.313408609738885,3.5078334509527176,3.6306280875088217,3.415737473535639,3.2745236414961187,4.168877911079746,5.591249117854622,6.272759350741002,6.667748764996473,6.690261115031757,6.612491178546224,6.628863796753706,6.641143260409316,6.872406492589979,6.622724064925901,7.881369089625971,8.390966831333804,7.455681016231476,6.5674664784756525,5.677205363443895,4.498376852505293,3.4382498235709247,3.3482004234297813
18,0.5557515878616797,0.5141496118560339,0.5443189837685252,0.5633733239237827,0.530028228652082,0.5081157374735357,0.6468948482709951,0.8676076217360622,0.9733592095977418,1.0346506704304872,1.0381439661256175,1.026076217360621,1.0286167960479888,1.0305222300635146,1.0664079040225831,1.027664079040226,1.2229710656316164,1.3020465772759353,1.1569160197600568,1.01908962597036,0.8809456598447424,0.6980239943542697,0.5335215243472125,0.5195483415666903
19,2.0995059985885676,1.9423429781227948,2.056316160903317,2.128299223712068,2.002328863796754,1.9195483415666903,2.4438249823570923,3.277628793225124,3.6771347918136907,3.9086803105151735,3.9218772053634434,3.8762879322512354,3.8858856739590686,3.8930839802399437,4.0286520818630915,3.8822865208186315,4.620112914608328,4.918842625264644,4.370571630204658,3.849894142554693,3.328016937191249,2.636979534227241,2.015525758645025,1.9627381792519407
20,0.43225123500352863,0.399894142554693,0.42335920959774176,0.4381792519407199,0.41224417784050815,0.3952011291460833,0.5031404375441072,0.6748059280169372,0.7570571630204658,0.8047282992237121,0.8074453069865913,0.7980592801693719,0.8000352858151023,0.8015172900494002,0.8294283697953423,0.7992942836979535,0.9511997177134792,1.0127028934368385,0.8998235709244884,0.7926252646436133,0.6851799576570219,0.5429075511644319,0.41496118560338746,0.40409315455187017
21,6.916019760056458,6.398306280875088,6.773747353563868,7.010868031051518,6.59590684544813,6.323218066337333,8.050247000705715,10.796894848270995,12.112914608327452,12.875652787579394,12.919124911785461,12.76894848270995,12.800564573041637,12.824276640790403,13.270853916725477,12.788708539167256,15.219195483415668,16.203246294989416,14.397177134791814,12.682004234297812,10.96287932251235,8.68652081863091,6.639378969654199,6.465490472829923
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.9880028228652084,0.914043754410727,0.9676781933662669,1.0015525758645027,0.9422724064925903,0.903316866619619,1.1500352858151024,1.5424135497529994,1.7304163726182076,1.8393789696541996,1.8455892731122088,1.8241354975299933,1.8286520818630914,1.832039520112915,1.8958362738179255,1.8269583627381796,2.1741707833450956,2.314749470712774,2.056739590684545,1.8117148906139733,1.5661256175017644,1.2409315455187018,0.9484827099505999,0.9236414961185604
24,4.13726182074806,3.8275582215949195,4.0521524347212425,4.1940014114326045,3.9457657021877215,3.7826393789696544,4.815772759350741,6.4588567395906855,7.246118560338744,7.70239943542696,7.728405081157375,7.638567395906846,7.6574805928016945,7.671665490472831,7.938814396612563,7.650388143966127,9.104340155257589,9.69301340860974,8.612597035991532,7.5865561044460135,6.558151023288638,5.1964008468595635,3.9717713479181374,3.8677487649964717
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.4202540578687368,1.3139378969654198,1.3910374029640085,1.4397318278052225,1.3545165843330982,1.2985179957657023,1.6531757233592095,2.2172194777699366,2.487473535638673,2.6441072688779115,2.6530345800988,2.622194777699365,2.6286873676781934,2.633556810162315,2.7252646436132677,2.6262526464361327,3.125370501058575,3.327452364149612,2.9565631616090333,2.6043401552575864,2.251305575158786,1.7838390966831335,1.3634438955539874,1.3277346506704304
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.5557515878616797,0.5141496118560339,0.5443189837685252,0.5633733239237827,0.530028228652082,0.5081157374735357,0.6468948482709951,0.8676076217360622,0.9733592095977418,1.0346506704304872,1.0381439661256175,1.026076217360621,1.0286167960479888,1.0305222300635146,1.0664079040225831,1.027664079040226,1.2229710656316164,1.3020465772759353,1.1569160197600568,1.01908962597036,0.8809456598447424,0.6980239943542697,0.5335215243472125,0.5195483415666903
30,1.1732533521524349,1.0854269583627383,1.1491178546224419,1.1893436838390967,1.1189484827099507,1.0726887791107975,1.365666901905434,1.8316160903316867,2.0548694424841214,2.184262526464362,2.191637261820748,2.1661609033168667,2.171524347212421,2.1755469301340864,2.2513055751587863,2.169513055751588,2.581827805222301,2.7487649964714187,2.442378263937897,2.151411432604093,1.859774170783345,1.4736062103034582,1.1263232180663374,1.0968242766407905
